user_id,signup_date,platform,acquisition_channel,country,plan
108052,2026-08-16,Desktop,Organic,India,Free
108053,2026-08-04,Mobile,Paid Social,India,Free
108054,2026-08-01,Desktop,Paid Search,India,Free
108055,2026-07-28,Mobile,Organic,India,Free
108056,2026-07-21,Mobile,Referral,US,Pro Trial
108057,2026-09-01,Mobile,Organic,US,Free
108058,2026-08-24,Mobile,Organic,Australia,Pro Trial
108059,2026-08-06,Mobile,Paid Social,Australia,Free
108060,2026-07-23,Desktop,Paid Search,Canada,Free
108061,2026-07-09,Mobile,Content,US,Free
108062,2026-07-02,Mobile,Paid Search,Canada,Free
108063,2026-08-21,Desktop,Content,US,Free
108064,2026-07-07,Mobile,Organic,India,Free
108065,2026-08-20,Desktop,Organic,US,Free
108066,2026-07-12,Mobile,Referral,UK,Free
108067,2026-07-18,Desktop,Organic,Australia,Pro Trial
108068,2026-07-04,Mobile,Paid Search,Australia,Free
108069,2026-07-09,Desktop,Paid Search,India,Pro Trial
108070,2026-09-06,Mobile,Organic,US,Pro Trial
108071,2026-09-07,Mobile,Paid Search,Australia,Pro Trial
108072,2026-07-31,Desktop,Referral,India,Free
108073,2026-08-01,Desktop,Paid Social,US,Free
108074,2026-08-28,Mobile,Paid Social,UK,Free
108075,2026-08-07,Mobile,Organic,US,Pro Trial
108076,2026-08-10,Mobile,Paid Social,Canada,Free
108077,2026-08-22,Mobile,Referral,US,Pro Trial
108078,2026-07-28,Mobile,Organic,US,Free
108079,2026-08-09,Desktop,Referral,US,Free
108080,2026-08-15,Mobile,Referral,US,Free
108081,2026-08-21,Mobile,Organic,India,Free
108082,2026-08-28,Mobile,Paid Search,Canada,Free
108083,2026-07-16,Mobile,Content,US,Pro Trial
108084,2026-07-23,Desktop,Organic,India,Free
108085,2026-07-28,Mobile,Organic,UK,Free
108086,2026-08-29,Mobile,Organic,US,Pro Trial
108087,2026-07-19,Mobile,Organic,India,Free
108088,2026-08-08,Desktop,Referral,US,Pro Trial
108089,2026-09-07,Mobile,Paid Search,US,Free
108090,2026-07-25,Mobile,Paid Search,Canada,Free
108091,2026-07-14,Mobile,Paid Search,US,Free
108092,2026-08-25,Desktop,Organic,Canada,Free
108093,2026-08-03,Desktop,Organic,India,Free
108094,2026-07-14,Mobile,Paid Social,UK,Free
108095,2026-09-01,Mobile,Referral,US,Free
108096,2026-07-06,Mobile,Organic,India,Free
108097,2026-07-15,Mobile,Referral,US,Free
108098,2026-08-12,Desktop,Organic,US,Free
108099,2026-07-22,Desktop,Organic,India,Free
108100,2026-09-04,Mobile,Organic,India,Free
108101,2026-07-28,Mobile,Organic,US,Pro Trial
108102,2026-07-31,Mobile,Referral,India,Free
108103,2026-07-19,Mobile,Paid Search,UK,Free
108104,2026-09-06,Mobile,Paid Search,Australia,Free
108105,2026-08-22,Desktop,Paid Search,India,Free
108106,2026-08-07,Mobile,Paid Search,US,Free
108107,2026-09-01,Mobile,Organic,US,Pro Trial
108108,2026-08-16,Desktop,Organic,UK,Free
108109,2026-08-23,Mobile,Paid Search,Australia,Free
108110,2026-08-16,Mobile,Paid Search,US,Free
108111,2026-07-28,Mobile,Referral,Australia,Free
108112,2026-07-09,Desktop,Organic,Australia,Free
108113,2026-08-01,Desktop,Organic,UK,Pro Trial
108114,2026-08-09,Mobile,Referral,India,Pro Trial
108115,2026-09-01,Mobile,Referral,UK,Free
108116,2026-09-03,Mobile,Content,India,Pro Trial
108117,2026-08-29,Mobile,Content,US,Free
108118,2026-08-18,Desktop,Content,India,Pro Trial
108119,2026-08-20,Mobile,Paid Search,US,Free
108120,2026-07-16,Mobile,Paid Social,India,Free
108121,2026-08-06,Mobile,Paid Search,India,Pro Trial
108122,2026-08-12,Mobile,Referral,India,Free
108123,2026-08-25,Mobile,Referral,India,Pro Trial
108124,2026-07-26,Mobile,Organic,India,Free
108125,2026-07-08,Mobile,Organic,India,Free
108126,2026-09-06,Desktop,Paid Social,UK,Free
108127,2026-07-25,Mobile,Paid Search,India,Free
108128,2026-07-09,Desktop,Paid Search,India,Free
108129,2026-08-18,Mobile,Organic,Australia,Free
108130,2026-08-01,Desktop,Paid Search,India,Free
108131,2026-07-03,Desktop,Paid Search,Canada,Free
108132,2026-08-21,Desktop,Paid Search,Australia,Free
108133,2026-08-27,Desktop,Content,UK,Pro Trial
108134,2026-09-03,Mobile,Organic,India,Free
108135,2026-08-19,Mobile,Paid Social,India,Pro Trial
108136,2026-08-11,Mobile,Organic,India,Free
108137,2026-09-01,Mobile,Organic,India,Free
108138,2026-07-30,Desktop,Paid Social,India,Free
108139,2026-08-11,Mobile,Organic,UK,Free
108140,2026-07-20,Mobile,Paid Search,India,Free
108141,2026-08-25,Mobile,Content,India,Free
108142,2026-07-07,Desktop,Paid Social,UK,Free
108143,2026-07-25,Mobile,Organic,India,Free
108144,2026-08-28,Mobile,Referral,India,Free
108145,2026-09-06,Mobile,Paid Social,UK,Free
108146,2026-08-08,Mobile,Content,India,Free
108147,2026-08-27,Mobile,Referral,India,Pro Trial
108148,2026-09-04,Mobile,Paid Search,India,Free
108149,2026-08-10,Desktop,Organic,India,Pro Trial
108150,2026-07-03,Desktop,Paid Social,UK,Free
108151,2026-07-10,Mobile,Organic,India,Free
108152,2026-08-24,Mobile,Organic,Canada,Pro Trial
108153,2026-08-31,Mobile,Referral,US,Free
108154,2026-07-30,Desktop,Organic,US,Free
108155,2026-08-22,Mobile,Paid Social,Australia,Free
108156,2026-08-24,Desktop,Paid Search,Canada,Free
108157,2026-08-20,Desktop,Content,US,Free
108158,2026-07-07,Desktop,Paid Social,India,Pro Trial
108159,2026-07-17,Mobile,Paid Social,India,Free
108160,2026-08-22,Mobile,Organic,US,Pro Trial
108161,2026-07-25,Mobile,Content,UK,Free
108162,2026-08-06,Mobile,Organic,US,Free
108163,2026-08-31,Mobile,Referral,India,Pro Trial
108164,2026-09-03,Mobile,Paid Search,Australia,Free
108165,2026-07-06,Desktop,Paid Search,Canada,Free
108166,2026-07-07,Mobile,Organic,India,Pro Trial
108167,2026-07-17,Desktop,Organic,US,Pro Trial
108168,2026-08-16,Mobile,Paid Social,India,Free
108169,2026-07-28,Mobile,Referral,UK,Free
108170,2026-08-30,Mobile,Content,India,Pro Trial
108171,2026-08-16,Desktop,Organic,India,Pro Trial
108172,2026-08-05,Mobile,Paid Search,UK,Free
108173,2026-08-17,Desktop,Paid Social,UK,Free
108174,2026-07-15,Mobile,Paid Social,UK,Pro Trial
108175,2026-07-19,Mobile,Paid Search,Australia,Free
108176,2026-08-17,Desktop,Content,Canada,Free
108177,2026-07-10,Mobile,Content,India,Free
108178,2026-07-15,Mobile,Content,India,Pro Trial
108179,2026-08-17,Desktop,Organic,India,Pro Trial
108180,2026-07-25,Mobile,Organic,UK,Free
108181,2026-08-07,Mobile,Referral,India,Free
108182,2026-08-31,Mobile,Organic,India,Free
108183,2026-08-06,Mobile,Organic,Canada,Free
108184,2026-07-19,Mobile,Paid Social,Canada,Pro Trial
108185,2026-07-12,Mobile,Organic,India,Free
108186,2026-08-06,Desktop,Referral,Canada,Free
108187,2026-07-23,Mobile,Paid Social,India,Free
108188,2026-07-02,Desktop,Referral,US,Free
108189,2026-08-31,Desktop,Paid Search,India,Pro Trial
108190,2026-09-01,Mobile,Paid Search,India,Free
108191,2026-07-17,Mobile,Paid Social,India,Free
108192,2026-07-06,Mobile,Paid Social,India,Free
108193,2026-08-07,Mobile,Paid Social,US,Free
108194,2026-08-26,Mobile,Paid Social,India,Pro Trial
108195,2026-07-04,Desktop,Organic,Australia,Free
108196,2026-08-12,Desktop,Referral,India,Pro Trial
108197,2026-07-18,Desktop,Paid Search,US,Free
108198,2026-07-16,Mobile,Paid Search,India,Free
108199,2026-09-07,Mobile,Organic,UK,Free
108200,2026-08-30,Mobile,Referral,India,Free
108201,2026-07-28,Mobile,Referral,Canada,Free
108202,2026-07-05,Desktop,Paid Search,UK,Free
108203,2026-07-03,Mobile,Paid Social,India,Free
108204,2026-08-18,Mobile,Organic,India,Pro Trial
108205,2026-08-13,Desktop,Referral,India,Free
108206,2026-08-13,Mobile,Paid Social,Canada,Pro Trial
108207,2026-07-17,Mobile,Paid Social,India,Free
108208,2026-07-27,Mobile,Organic,India,Free
108209,2026-07-06,Mobile,Organic,India,Free
108210,2026-08-23,Mobile,Paid Social,India,Free
108211,2026-07-22,Mobile,Paid Social,India,Free
108212,2026-09-06,Desktop,Organic,India,Free
108213,2026-07-06,Desktop,Organic,India,Free
108214,2026-08-27,Desktop,Paid Search,India,Free
108215,2026-08-06,Mobile,Paid Social,India,Free
108216,2026-07-21,Desktop,Paid Social,India,Pro Trial
108217,2026-07-31,Desktop,Content,Australia,Free
108218,2026-08-20,Mobile,Referral,Australia,Pro Trial
108219,2026-07-18,Mobile,Organic,UK,Pro Trial
108220,2026-07-03,Desktop,Organic,US,Free
108221,2026-07-10,Mobile,Paid Search,India,Pro Trial
108222,2026-07-05,Desktop,Paid Search,US,Free
108223,2026-07-01,Desktop,Paid Search,US,Free
108224,2026-07-17,Mobile,Organic,Canada,Free
108225,2026-08-27,Mobile,Organic,US,Free
108226,2026-08-23,Mobile,Paid Social,India,Free
108227,2026-08-24,Mobile,Paid Social,Canada,Free
108228,2026-07-03,Mobile,Paid Social,India,Free
108229,2026-07-07,Mobile,Paid Search,US,Free
108230,2026-08-09,Mobile,Content,India,Pro Trial
108231,2026-07-06,Mobile,Paid Search,Canada,Free
108232,2026-08-29,Mobile,Referral,US,Free
108233,2026-07-18,Desktop,Paid Search,US,Free
108234,2026-08-31,Desktop,Paid Search,US,Free
108235,2026-07-09,Mobile,Content,Canada,Free
108236,2026-08-23,Desktop,Organic,US,Free
108237,2026-07-08,Mobile,Paid Search,India,Free
108238,2026-08-12,Desktop,Paid Search,India,Pro Trial
108239,2026-07-26,Desktop,Content,India,Free
108240,2026-07-08,Mobile,Paid Search,Australia,Free
108241,2026-07-10,Mobile,Paid Social,India,Free
108242,2026-07-04,Mobile,Organic,UK,Free
108243,2026-08-15,Mobile,Paid Social,India,Pro Trial
108244,2026-07-09,Desktop,Paid Search,Australia,Free
108245,2026-08-17,Desktop,Organic,Canada,Free
108246,2026-07-15,Mobile,Referral,Australia,Free
108247,2026-08-01,Mobile,Organic,UK,Pro Trial
108248,2026-07-19,Mobile,Organic,India,Free
108249,2026-08-18,Mobile,Paid Search,US,Free
108250,2026-08-02,Mobile,Organic,Canada,Pro Trial
108251,2026-08-02,Mobile,Organic,Canada,Pro Trial
108252,2026-08-05,Desktop,Organic,US,Free
108253,2026-07-08,Mobile,Organic,US,Pro Trial
108254,2026-07-22,Mobile,Referral,Australia,Free
108255,2026-07-25,Desktop,Organic,India,Free
108256,2026-08-12,Desktop,Referral,India,Free
108257,2026-07-04,Desktop,Organic,India,Pro Trial
108258,2026-08-10,Mobile,Referral,India,Free
108259,2026-07-01,Mobile,Organic,India,Free
108260,2026-08-02,Mobile,Paid Social,US,Free
108261,2026-07-17,Mobile,Organic,UK,Free
108262,2026-08-29,Desktop,Organic,India,Free
108263,2026-07-11,Mobile,Organic,India,Free
108264,2026-08-27,Desktop,Referral,India,Free
108265,2026-08-31,Mobile,Referral,India,Free
108266,2026-08-24,Mobile,Paid Search,India,Pro Trial
108267,2026-08-10,Mobile,Content,US,Free
108268,2026-08-28,Desktop,Referral,US,Free
108269,2026-07-31,Desktop,Content,Australia,Free
108270,2026-07-09,Desktop,Content,India,Free
108271,2026-09-06,Desktop,Paid Search,UK,Pro Trial
108272,2026-07-22,Mobile,Paid Search,India,Pro Trial
108273,2026-08-10,Mobile,Organic,India,Free
108274,2026-09-04,Mobile,Referral,US,Free
108275,2026-08-26,Mobile,Paid Social,US,Pro Trial
108276,2026-07-20,Mobile,Content,India,Free
108277,2026-08-16,Mobile,Paid Social,Canada,Free
108278,2026-07-13,Mobile,Referral,Canada,Free
108279,2026-08-21,Mobile,Content,Australia,Free
108280,2026-07-10,Mobile,Referral,Canada,Free
108281,2026-08-04,Mobile,Paid Search,UK,Free
108282,2026-07-30,Desktop,Organic,UK,Free
108283,2026-08-12,Desktop,Organic,UK,Pro Trial
108284,2026-07-29,Desktop,Organic,India,Free
108285,2026-08-23,Mobile,Organic,US,Free
108286,2026-07-07,Mobile,Organic,US,Free
108287,2026-07-05,Desktop,Paid Search,India,Pro Trial
108288,2026-07-05,Mobile,Paid Search,India,Free
108289,2026-07-19,Desktop,Paid Social,Australia,Pro Trial
108290,2026-08-17,Mobile,Content,India,Free
108291,2026-08-23,Mobile,Paid Social,India,Free
108292,2026-08-16,Desktop,Paid Search,Australia,Pro Trial
108293,2026-08-31,Desktop,Paid Search,India,Pro Trial
108294,2026-08-17,Mobile,Organic,US,Free
108295,2026-08-08,Desktop,Content,India,Free
108296,2026-08-12,Mobile,Organic,UK,Pro Trial
108297,2026-07-28,Mobile,Organic,Canada,Pro Trial
108298,2026-08-26,Mobile,Paid Social,US,Free
108299,2026-08-02,Mobile,Organic,Australia,Free
108300,2026-07-19,Mobile,Paid Search,India,Free
108301,2026-07-22,Mobile,Paid Search,US,Free
108302,2026-08-24,Desktop,Paid Search,India,Pro Trial
108303,2026-07-05,Desktop,Referral,India,Pro Trial
108304,2026-08-02,Desktop,Paid Social,India,Free
108305,2026-07-15,Mobile,Organic,Australia,Free
108306,2026-07-14,Mobile,Paid Search,Australia,Free
108307,2026-07-12,Desktop,Organic,UK,Free
108308,2026-07-16,Mobile,Paid Social,US,Free
108309,2026-07-17,Mobile,Organic,US,Free
108310,2026-07-05,Desktop,Referral,India,Free
108311,2026-08-22,Mobile,Paid Search,UK,Free
108312,2026-07-03,Desktop,Organic,US,Free
108313,2026-08-18,Mobile,Paid Search,India,Free
108314,2026-07-23,Desktop,Referral,Canada,Free
108315,2026-07-03,Desktop,Referral,India,Free
108316,2026-07-18,Mobile,Paid Social,India,Free
108317,2026-08-25,Mobile,Paid Search,India,Free
108318,2026-07-27,Mobile,Paid Search,Canada,Free
108319,2026-07-11,Mobile,Referral,US,Free
108320,2026-07-21,Desktop,Paid Search,India,Free
108321,2026-09-05,Mobile,Organic,Australia,Free
108322,2026-08-02,Desktop,Referral,Canada,Free
108323,2026-07-07,Mobile,Organic,US,Free
108324,2026-07-17,Mobile,Paid Search,US,Free
108325,2026-07-15,Desktop,Paid Search,US,Free
108326,2026-08-08,Mobile,Content,India,Free
108327,2026-08-03,Desktop,Content,US,Free
108328,2026-08-26,Mobile,Content,Canada,Pro Trial
108329,2026-09-04,Desktop,Referral,US,Free
108330,2026-08-16,Mobile,Paid Search,Australia,Free
108331,2026-07-26,Desktop,Organic,India,Free
108332,2026-07-28,Mobile,Paid Search,India,Free
108333,2026-08-24,Mobile,Paid Social,India,Free
108334,2026-08-30,Mobile,Paid Social,India,Free
108335,2026-07-24,Mobile,Paid Search,UK,Pro Trial
108336,2026-08-05,Mobile,Referral,US,Free
108337,2026-08-28,Mobile,Paid Social,Australia,Pro Trial
108338,2026-07-24,Mobile,Referral,Canada,Free
108339,2026-07-02,Mobile,Organic,UK,Free
108340,2026-08-18,Desktop,Organic,Canada,Free
108341,2026-08-18,Desktop,Organic,Australia,Free
108342,2026-07-03,Desktop,Paid Social,India,Free
108343,2026-07-11,Mobile,Organic,India,Free
108344,2026-08-10,Desktop,Organic,US,Pro Trial
108345,2026-08-29,Desktop,Organic,Australia,Free
108346,2026-09-04,Mobile,Referral,India,Free
108347,2026-07-11,Desktop,Organic,UK,Pro Trial
108348,2026-08-08,Desktop,Paid Search,Australia,Free
108349,2026-07-16,Desktop,Paid Search,India,Free
108350,2026-07-26,Mobile,Organic,Australia,Free
108351,2026-08-28,Mobile,Paid Social,India,Pro Trial
108352,2026-07-06,Mobile,Organic,India,Free
108353,2026-07-08,Mobile,Content,India,Free
108354,2026-08-08,Desktop,Referral,India,Free
108355,2026-07-13,Mobile,Paid Search,UK,Free
108356,2026-07-25,Desktop,Organic,US,Pro Trial
108357,2026-07-20,Desktop,Referral,India,Free
108358,2026-07-21,Mobile,Organic,India,Pro Trial
108359,2026-07-08,Mobile,Paid Search,India,Free
108360,2026-08-31,Desktop,Organic,US,Pro Trial
108361,2026-08-13,Mobile,Paid Social,India,Free
108362,2026-07-29,Mobile,Referral,India,Free
108363,2026-07-31,Mobile,Referral,India,Free
108364,2026-07-14,Desktop,Referral,India,Free
108365,2026-09-04,Mobile,Organic,US,Free
108366,2026-07-19,Desktop,Paid Search,US,Free
108367,2026-08-02,Mobile,Content,India,Free
108368,2026-07-22,Mobile,Content,India,Free
108369,2026-07-21,Mobile,Referral,Canada,Pro Trial
108370,2026-09-07,Mobile,Paid Search,India,Free
108371,2026-07-07,Desktop,Content,UK,Free
108372,2026-07-07,Desktop,Paid Search,India,Free
108373,2026-08-12,Mobile,Paid Search,US,Free
108374,2026-07-13,Desktop,Organic,India,Free
108375,2026-07-07,Desktop,Organic,Canada,Free
108376,2026-08-30,Desktop,Referral,India,Free
108377,2026-07-14,Mobile,Organic,India,Free
108378,2026-08-11,Mobile,Referral,Canada,Free
108379,2026-07-08,Desktop,Organic,India,Free
108380,2026-07-07,Desktop,Content,India,Free
108381,2026-08-18,Desktop,Organic,Canada,Free
108382,2026-07-01,Desktop,Organic,US,Free
108383,2026-09-04,Desktop,Referral,India,Pro Trial
108384,2026-07-01,Mobile,Organic,India,Free
108385,2026-08-31,Mobile,Referral,US,Free
108386,2026-08-22,Desktop,Paid Social,India,Free
108387,2026-08-08,Desktop,Organic,India,Free
108388,2026-08-16,Mobile,Paid Social,Australia,Free
108389,2026-08-05,Mobile,Paid Search,India,Free
108390,2026-07-13,Desktop,Paid Social,US,Pro Trial
108391,2026-07-27,Mobile,Organic,Australia,Pro Trial
108392,2026-07-13,Mobile,Content,India,Pro Trial
108393,2026-07-03,Mobile,Paid Social,UK,Free
108394,2026-07-09,Mobile,Content,UK,Free
108395,2026-07-02,Mobile,Referral,Canada,Free
108396,2026-08-13,Mobile,Organic,India,Free
108397,2026-09-04,Desktop,Content,India,Free
108398,2026-08-31,Mobile,Referral,India,Free
108399,2026-08-28,Mobile,Organic,Australia,Free
108400,2026-08-29,Desktop,Organic,US,Free
108401,2026-07-29,Mobile,Organic,US,Free
108402,2026-08-04,Desktop,Organic,US,Free
108403,2026-08-13,Mobile,Referral,India,Free
108404,2026-09-05,Mobile,Paid Search,India,Free
108405,2026-08-27,Mobile,Content,India,Free
108406,2026-07-08,Mobile,Content,India,Free
108407,2026-08-04,Mobile,Referral,India,Free
108408,2026-08-16,Desktop,Content,US,Free
108409,2026-08-28,Desktop,Paid Social,US,Free
108410,2026-08-01,Mobile,Organic,US,Free
108411,2026-07-04,Desktop,Referral,India,Free
108412,2026-07-23,Mobile,Content,India,Free
108413,2026-08-21,Desktop,Content,Australia,Pro Trial
108414,2026-09-04,Mobile,Referral,UK,Free
108415,2026-08-01,Mobile,Content,India,Free
108416,2026-07-01,Mobile,Organic,Australia,Pro Trial
108417,2026-07-28,Desktop,Paid Social,Australia,Pro Trial
108418,2026-09-05,Mobile,Organic,India,Free
108419,2026-08-07,Mobile,Organic,UK,Free
108420,2026-07-20,Mobile,Referral,India,Free
108421,2026-07-18,Desktop,Organic,UK,Free
108422,2026-08-16,Mobile,Referral,UK,Free
108423,2026-09-07,Mobile,Paid Search,India,Free
108424,2026-09-05,Mobile,Content,India,Pro Trial
108425,2026-08-26,Mobile,Organic,Canada,Pro Trial
108426,2026-07-25,Mobile,Content,UK,Pro Trial
108427,2026-08-24,Desktop,Organic,Canada,Free
108428,2026-07-18,Mobile,Paid Social,India,Free
108429,2026-07-18,Desktop,Organic,India,Pro Trial
108430,2026-07-20,Mobile,Content,India,Pro Trial
108431,2026-08-14,Mobile,Organic,India,Pro Trial
108432,2026-07-16,Mobile,Organic,India,Free
108433,2026-07-14,Mobile,Paid Social,India,Free
108434,2026-07-10,Mobile,Referral,India,Free
108435,2026-08-10,Desktop,Paid Social,India,Free
108436,2026-07-10,Mobile,Organic,India,Free
108437,2026-08-12,Desktop,Content,Canada,Pro Trial
108438,2026-07-07,Mobile,Paid Social,US,Free
108439,2026-08-28,Mobile,Paid Search,India,Free
108440,2026-08-26,Mobile,Organic,India,Free
108441,2026-08-15,Mobile,Referral,India,Free
108442,2026-07-01,Desktop,Referral,India,Free
108443,2026-08-08,Mobile,Referral,India,Free
108444,2026-07-13,Desktop,Referral,UK,Pro Trial
108445,2026-07-05,Mobile,Paid Social,Australia,Free
108446,2026-07-09,Desktop,Organic,Canada,Free
108447,2026-08-08,Desktop,Paid Social,US,Pro Trial
108448,2026-07-12,Mobile,Organic,UK,Free
108449,2026-08-13,Mobile,Referral,Canada,Free
108450,2026-07-23,Mobile,Paid Search,US,Free
108451,2026-08-16,Mobile,Organic,India,Free
108452,2026-08-09,Mobile,Paid Search,India,Free
108453,2026-09-05,Desktop,Paid Search,India,Pro Trial
108454,2026-07-13,Mobile,Paid Search,UK,Free
108455,2026-08-29,Mobile,Organic,India,Pro Trial
108456,2026-08-21,Desktop,Paid Social,Australia,Free
108457,2026-08-26,Mobile,Paid Search,US,Free
108458,2026-08-08,Desktop,Referral,Canada,Free
108459,2026-08-01,Desktop,Organic,India,Free
108460,2026-08-25,Mobile,Referral,UK,Free
108461,2026-08-31,Mobile,Organic,India,Free
108462,2026-08-16,Mobile,Organic,India,Free
108463,2026-07-14,Desktop,Referral,India,Free
108464,2026-07-26,Mobile,Content,US,Pro Trial
108465,2026-07-03,Mobile,Organic,India,Free
108466,2026-07-08,Mobile,Referral,India,Free
108467,2026-08-15,Mobile,Paid Search,US,Pro Trial
108468,2026-08-09,Mobile,Referral,Australia,Free
108469,2026-07-08,Mobile,Referral,US,Free
108470,2026-09-03,Mobile,Organic,Australia,Free
108471,2026-09-03,Mobile,Paid Social,UK,Pro Trial
108472,2026-08-06,Mobile,Content,Australia,Free
108473,2026-08-26,Desktop,Paid Social,Canada,Free
108474,2026-08-07,Mobile,Paid Search,US,Free
108475,2026-08-22,Mobile,Organic,US,Free
108476,2026-08-16,Mobile,Paid Search,US,Pro Trial
108477,2026-08-12,Desktop,Paid Social,India,Free
108478,2026-09-05,Mobile,Content,US,Free
108479,2026-08-23,Mobile,Content,India,Free
108480,2026-07-14,Desktop,Organic,US,Free
108481,2026-07-30,Mobile,Organic,India,Free
108482,2026-07-26,Desktop,Organic,Canada,Pro Trial
108483,2026-07-10,Desktop,Paid Search,India,Pro Trial
108484,2026-07-02,Desktop,Content,India,Free
108485,2026-08-03,Mobile,Organic,India,Free
108486,2026-08-18,Mobile,Content,India,Free
108487,2026-07-16,Mobile,Organic,US,Free
108488,2026-08-01,Mobile,Paid Search,India,Pro Trial
108489,2026-07-04,Desktop,Paid Search,India,Free
108490,2026-09-03,Mobile,Referral,India,Free
108491,2026-07-26,Mobile,Paid Social,India,Free
108492,2026-08-12,Mobile,Organic,India,Free
108493,2026-08-29,Mobile,Paid Social,India,Free
108494,2026-07-25,Mobile,Paid Search,UK,Free
108495,2026-07-25,Mobile,Paid Search,US,Free
108496,2026-07-16,Mobile,Organic,India,Pro Trial
108497,2026-07-15,Desktop,Paid Search,UK,Free
108498,2026-07-29,Mobile,Paid Social,UK,Pro Trial
108499,2026-08-08,Desktop,Organic,UK,Pro Trial
108500,2026-07-04,Desktop,Paid Social,Canada,Free
108501,2026-08-24,Mobile,Paid Search,India,Free
108502,2026-08-05,Mobile,Organic,US,Free
108503,2026-08-23,Mobile,Paid Social,India,Free
108504,2026-08-09,Desktop,Content,US,Free
108505,2026-07-09,Mobile,Referral,US,Free
108506,2026-07-12,Desktop,Organic,India,Free
108507,2026-07-17,Desktop,Organic,Canada,Free
108508,2026-07-25,Desktop,Organic,US,Free
108509,2026-08-17,Mobile,Organic,US,Free
108510,2026-08-20,Desktop,Paid Search,UK,Free
108511,2026-07-26,Mobile,Organic,US,Free
108512,2026-07-29,Mobile,Content,India,Free
108513,2026-08-12,Mobile,Organic,US,Free
108514,2026-08-14,Mobile,Organic,US,Free
108515,2026-08-01,Desktop,Paid Search,US,Free
108516,2026-08-17,Mobile,Organic,US,Pro Trial
108517,2026-08-09,Desktop,Organic,Canada,Free
108518,2026-08-27,Desktop,Paid Social,US,Free
108519,2026-08-26,Mobile,Paid Social,US,Free
108520,2026-07-29,Desktop,Referral,US,Free
108521,2026-07-30,Mobile,Referral,India,Free
108522,2026-07-12,Mobile,Paid Social,India,Pro Trial
108523,2026-08-27,Desktop,Organic,India,Free
108524,2026-07-06,Desktop,Paid Search,India,Free
108525,2026-08-19,Mobile,Organic,Australia,Free
108526,2026-08-30,Mobile,Paid Social,India,Pro Trial
108527,2026-07-29,Mobile,Paid Search,Canada,Free
108528,2026-07-04,Desktop,Referral,Australia,Free
108529,2026-08-24,Mobile,Organic,India,Free
108530,2026-09-04,Mobile,Referral,US,Free
108531,2026-07-29,Mobile,Organic,India,Free
108532,2026-08-27,Mobile,Organic,India,Free
108533,2026-07-08,Mobile,Paid Search,India,Free
108534,2026-07-23,Mobile,Organic,India,Free
108535,2026-08-23,Desktop,Paid Social,India,Free
108536,2026-08-04,Mobile,Paid Social,India,Free
108537,2026-09-03,Desktop,Paid Search,India,Free
108538,2026-08-11,Mobile,Content,India,Free
108539,2026-07-20,Mobile,Paid Search,UK,Free
108540,2026-07-10,Desktop,Organic,Canada,Free
108541,2026-07-16,Desktop,Organic,India,Free
108542,2026-07-01,Desktop,Content,Australia,Free
108543,2026-07-07,Desktop,Paid Search,India,Free
108544,2026-07-28,Mobile,Paid Search,Canada,Free
108545,2026-07-01,Mobile,Organic,US,Free
108546,2026-08-05,Desktop,Content,Australia,Free
108547,2026-07-15,Desktop,Paid Search,US,Free
108548,2026-08-18,Desktop,Organic,Canada,Free
108549,2026-07-03,Mobile,Content,US,Free
108550,2026-07-09,Desktop,Referral,Australia,Free
108551,2026-07-14,Mobile,Paid Search,India,Free
108552,2026-07-19,Mobile,Organic,India,Free
108553,2026-09-01,Desktop,Paid Search,Australia,Free
108554,2026-08-20,Mobile,Content,India,Free
108555,2026-08-13,Mobile,Organic,US,Free
108556,2026-08-16,Desktop,Paid Social,India,Pro Trial
108557,2026-08-18,Desktop,Paid Social,US,Free
108558,2026-07-21,Desktop,Referral,UK,Free
108559,2026-08-23,Mobile,Referral,Canada,Free
108560,2026-07-20,Mobile,Paid Search,US,Free
108561,2026-07-12,Desktop,Referral,Australia,Free
108562,2026-08-05,Desktop,Paid Social,US,Free
108563,2026-07-27,Desktop,Organic,India,Free
108564,2026-08-25,Desktop,Paid Social,Australia,Free
108565,2026-08-30,Mobile,Referral,US,Pro Trial
108566,2026-08-07,Mobile,Referral,India,Free
108567,2026-08-25,Desktop,Paid Search,US,Free
108568,2026-08-09,Mobile,Paid Search,India,Free
108569,2026-08-16,Mobile,Organic,UK,Free
108570,2026-07-29,Mobile,Organic,US,Free
108571,2026-07-12,Desktop,Referral,India,Pro Trial
108572,2026-08-28,Mobile,Paid Search,India,Free
108573,2026-08-26,Desktop,Organic,India,Pro Trial
108574,2026-08-29,Mobile,Organic,US,Free
108575,2026-08-13,Mobile,Paid Search,Australia,Free
108576,2026-08-13,Desktop,Paid Search,India,Free
108577,2026-08-05,Mobile,Content,US,Free
108578,2026-08-21,Desktop,Organic,India,Free
108579,2026-07-29,Mobile,Paid Social,US,Free
108580,2026-08-01,Mobile,Paid Search,Australia,Free
108581,2026-07-12,Mobile,Paid Search,India,Pro Trial
108582,2026-09-07,Mobile,Referral,India,Free
108583,2026-07-19,Mobile,Organic,India,Pro Trial
108584,2026-09-06,Mobile,Organic,US,Free
108585,2026-08-29,Mobile,Content,US,Pro Trial
108586,2026-08-26,Mobile,Paid Search,India,Pro Trial
108587,2026-07-23,Desktop,Paid Search,India,Free
108588,2026-07-15,Mobile,Paid Search,Australia,Free
